Unnamed: 0,userId,tier,gender,following_rate,followers_avg_age,following_avg_age,max_repetitive_punc,num_of_hashtags_per_action,emoji_count_per_action,punctuations_per_action,number_of_words_per_action,avgCompletion,avgTimeSpent,avgDuration,avgComments,creations,content_views,num_of_comments,weekends_trails_watched_per_day,weekdays_trails_watched_per_day,slot1_trails_watched_per_day,slot2_trails_watched_per_day,slot3_trails_watched_per_day,slot4_trails_watched_per_day,avgt2,age_group
94056,35417311,2,1,0,0,0,0,0,0,0.027777778,0.805555556,0.277608058,9.6,70.2895,0,0.063492063,0.214285714,0,0.01984127,0.047619048,0,0.182539683,0.095238095,0,200.5833333,2
489776,35861322,2,1,0.388888889,1.733333333,2.25,0,0,0,0,0.050632911,0.397501029,11.57954545,89.25057143,0,0.087301587,0.531746032,0,0.277777778,0.028571429,0,0.53968254,0.079365079,0.079365079,206.9555556,3
243469,43788469,2,1,0,0,0,0,0,0,0,0,0.212464589,3,14.12,0,0,0.008130081,0,0,0.001626016,0,0,0,0.008130081,0,1
497692,55914481,2,1,0.091743119,0,0,0,0,0,0,0.015873016,0.417359946,7.791044776,34.61092982,0,0.009174312,0.559633028,0,0.018348624,0.11559633,0,0.348623853,0,0.266055046,168.4666667,3
335657,62348370,2,1,0,0,0,0,0,0,0,1,0.971731449,11,11.32,0,0,0.012987013,0,0.006493506,0,0,0.012987013,0,0,0,1
286935,53739328,2,2,0,0,0,0,0,0,0,0,0.398037997,8.222222222,52.88572727,0,0,0.573913043,0,0,0.125217391,0,0,0.4,0.226086957,0,1
291345,54636568,2,2,0,0,0,0,0,0,0,0,0.186188219,11,59.08,0,0,0.008928571,0,0,0.001785714,0,0,0,0.008928571,0,1
533840,38625778,2,2,0.024,0,0,2,0,0,0,0.047619048,0.591398305,12.82608696,23.04157895,0,0.008,0.152,0,0.092,0,0,0.024,0,0.16,74.72727273,1
33161,45296957,1,2,0.024590164,0,0,4,0,0,0,0,0.390210531,7.69047619,64.0434375,1,0.008196721,0.286885246,0.008196721,0.008196721,0.06557377,0,0,0.31147541,0.032786885,126,3
382233,76622469,2,1,0,0,0,0,0,0,0,0,0.304506699,4,13.136,0,0,0.027027027,0,0,0.005405405,0,0,0,0.027027027,0,1
354232,69048423,2,1,0,0,0,0,0,0,0,0,0.188515415,6.833333333,200.6033636,0,0,0.180327869,0,0.098360656,0,0,0,0.196721311,0,0,1
295590,55432380,2,2,0,0,0,0,0,0,0,0,0.370927123,19,51.223,0,0,0.009090909,0,0.004545455,0,0,0,0.009090909,0,0,1
70134,41602819,2,1,0.008064516,0,0,0,0,0,0,0.0625,0.536698699,11.8,20.4802,0,0,0.120967742,0,0.004032258,0.022580645,0,0.072580645,0.008064516,0.040322581,224.5,1
345891,66222858,2,2,0,0,0,0,0,0,0,0,0.56002711,11.83333333,36.6645,0,0,0.089552239,0,0,0.017910448,0,0.089552239,0,0,0,1
264038,48692444,2,1,0,0,0,0,0,0,0,0,0.341533292,8.849514563,53.12723204,0,0,1.558333333,0,0,0.343333333,0,0.116666667,1.341666667,0.258333333,0,1
227181,40647021,2,2,0,0,0,0,0,0,0,0,0.339083289,11.05747126,83.73256173,0,0,1.338709677,0,0.165322581,0.214516129,0,0.008064516,0.766129032,0.629032258,0,1
246603,44514887,2,1,0,0,0,0,0,0,0,0,1,8,10.248,0,0,0.016393443,0,0,0.003278689,0,0.016393443,0,0,0,1
246129,44397577,2,1,0,0,0,0,0,0,0,0,0.423728814,5,11.8,0,0,0.008196721,0,0,0.001639344,0,0.008196721,0,0,0,1
385851,78033917,2,1,0,0,0,0,0,0,0,0,0.02936024,3,102.179,0,0,0.03125,0,0,0.0125,0,0,0.0625,0,0,1
135870,41390072,3,2,0,0,0,0,0,0,0,0,0.323355506,28,86.592,0,0,0.008064516,0,0.004032258,0,0,0,0,0.008064516,0,1
112820,46469220,2,1,0,0,0,0,0,0,0,1,0.341657271,10,83.0514147,0,0.008264463,0.008264463,0,0,0.001652893,0,0.008264463,0,0,173.6666667,4
328160,60919832,2,1,0,0,0,0,0,0,0,0,0.39146759,4.666666667,11.44,0,0,0.033707865,0,0.016853933,0,0,0,0,0.033707865,0,1
480890,47145181,2,1,0.016528926,0,0,0,0,0,0,0.038834951,0.314498729,9.784,57.84410638,1,0.033057851,0.801652893,0.008264463,0,0.20661157,0,0,0.859504132,0.173553719,149.9166667,4
345694,66176781,2,1,0,0,0,0,0,0,0,0,0.299443086,6,105.0992857,0,0,0.104477612,0,0,0.023880597,0,0.119402985,0,0,0,1
11746,48764950,1,2,0,0,0,0,0,0,0,0,0.419788171,7.052631579,77.24121053,0,0,0.341666667,0,0,0.063333333,0,0.3,0,0.016666667,0,1
168536,2304462,3,1,0.021235521,2.625,2.333333333,0,0,0,0,0.291666667,0.188116498,7.6,80.40025,0,0.015444015,0.028957529,0,0.007722008,0.006563707,0,0.015444015,0.032818533,0,194.6197183,1
437872,53949433,2,1,0.069565217,2.5,2.666666667,0,0,0,0,0.166666667,0.566444872,11,16.398,0,0.008695652,0.086956522,0,0,0.017391304,0,0,0,0.086956522,196.0909091,1
336459,62582631,2,2,0,0,0,0,0,0,0,0,0.283375503,4.758064516,16.18652542,0,0,0.776315789,0,0.197368421,0.084210526,0,0.157894737,0.657894737,0,0,1
129060,14128191,3,2,0,0,0,0,0,0,0,0,0.06623148,12.83333333,306.5176667,0,0,0.025423729,0,0.006355932,0.002542373,0,0.008474576,0.004237288,0.012711864,0,1
479596,46191988,2,1,0,0,0,0,0,0,0,0.039215686,0.190713862,4.769230769,114.5899787,0,0.016528926,0.396694215,0,0,0.085950413,0.066115702,0.272727273,0.024793388,0.066115702,160,4
359767,70458556,2,1,0,0,0,0,0,0,0,0,0.223302269,3.333333333,14.61333333,0,0,0.070175439,0,0,0.010526316,0,0.052631579,0,0,0,1
341118,64377142,2,1,0,0,0,0,0,0,0,0,0.385070466,16,46.0414,0,0,0.070422535,0,0.007042254,0.011267606,0,0.014084507,0.056338028,0,0,1
402554,34487726,2,1,0.015748031,0,0,0,0,0,0,0.285714286,0.328789811,12.5,135.1169032,0,0.015748031,0.251968504,0,0.023622047,0.056692913,0,0.133858268,0.062992126,0.133858268,161.6666667,4
118294,2292117,2,1,0,0,0,0,0,0,0,0.6,0.998502247,12.5,22.033,0,0.003853565,0.003853565,0,0,0.000770713,0,0,0,0.003853565,0,2
12193,49384152,1,1,0,0,0,0,0,0,0,0,0.600820532,11.18777293,33.18714433,0,0,1.666666667,0,0.125,0.331666667,0,0.308333333,0.641666667,0.958333333,0,1
138307,45128022,3,1,0,0,0,0,0,0,0,0,0.199113254,4.965517241,58.88385185,0,0,0.221311475,0,0,0.047540984,0,0,0.106557377,0.131147541,0,1
514773,2996091,2,1,0.069124424,1.333333333,2.8,0,0,0,0,1.294117647,0.506104398,19.5,80.22785714,0,0.013824885,0.023041475,0,0.019585253,0.004147465,0,0.011520737,0.025345622,0.023041475,173.0666667,2
307659,57637703,2,1,0,0,0,0,0,0,0,0,0.341735227,4.75,17.89025,0,0,0.076923077,0,0.038461538,0,0,0,0.076923077,0,0,1
395473,1958323,2,1,0.001841621,0,0,0,0,0,0,1,0.099737448,18.5,185.487,0,0.001841621,0.001841621,0,0,0.000736648,0,0,0,0.003683241,180,2
139617,46886443,3,1,0,0,0,0,0,0,0,0,0.460171325,9.66,61.01490526,0,0,0.818181818,0,0.074380165,0.13553719,0.05785124,0.247933884,0.446280992,0.074380165,0,1
292121,54788031,2,1,0,0,0,0,0,0,0,0,0.28734458,7,126.1455,0,0,0.018018018,0,0.009009009,0,0,0.018018018,0,0,0,1
50071,51727560,1,1,0.220338983,0,0,0,0,0,0,0.136986301,0.4086484,13.17241379,120.0441129,0,0.042372881,0.56779661,0,0.033898305,0.133898305,0.093220339,0.211864407,0.06779661,0.36440678,178.7857143,2
418455,35441499,2,1,0.111111111,1.25,2.222222222,0,0,0,0,0.046511628,0.499040668,8.765957447,33.50474286,2,0.007936508,0.30952381,0.015873016,0,0.074603175,0,0,0.111111111,0.261904762,225.2307692,2
482941,70671783,2,1,0.035714286,0,0,0,0,0,0,0.277777778,0.35271035,11.41666667,28.57342857,0,0.035714286,0.267857143,0,0,0.085714286,0,0.428571429,0,0,157.0689655,3
63288,34301627,2,1,0,0,0,0,0,0,0,0,0.144052358,22.61538462,210.29765,0,0,0.181102362,0,0.011811024,0.036220472,0,0.157480315,0,0.047244094,0,1
474909,39714420,2,1,0.040322581,1.25,1.25,0,0,0,0,0.007246377,0.361805275,6.429411765,29.16762016,0,0.008064516,1.096774194,0,0.338709677,0.138709677,0,0.677419355,0.064516129,0.629032258,142.4444444,3
135889,41439268,3,1,0,0,0,0,0,0,0,0,0.356703912,6.5,18.936,0,0,0.048387097,0,0.004032258,0.008064516,0,0,0.040322581,0.008064516,0,1
5137,36689398,1,1,0,0,0,0,0,0,0,0,0.629374586,8.977777778,17.2508,0,0,0.142857143,0,0.178571429,0,0,0,0,0.357142857,0,1
502474,43089240,2,1,0,0,0,6,0,0,0,0,0.006909569,4.25,504.04,0,0.008130081,0.024390244,0,0,0.006504065,0,0,0.032520325,0,318,1
204982,36783043,2,1,0,0,0,0,0,0,0,0,0.364907716,9.307692308,74.05430769,0,0,0.103174603,0,0,0.020634921,0,0,0,0.103174603,0,1
335923,62424389,2,1,0,0,0,0,0,0,0,0,0.336428786,11.94409938,41.28349635,0,0,1.844155844,0,0.448051948,0.238961039,0,0.363636364,1.181818182,0.545454545,0,1
540462,39037777,2,1,0.056,2,1,0,0,0,0,0.021276596,0.492275146,20.52336449,53.92602632,0,0.016,0.352,0,0.144,0.1136,0.024,0.216,0.256,0.36,169,3
223539,40072972,2,1,0,0,0,0,0,0,0,0,0.439626795,7.526315789,16.79970588,0,0,0.137096774,0,0.076612903,0,0,0.153225806,0,0,0,1
327847,60867833,2,1,0,0,0,0,0,0,0,0,0.347926045,10.92222222,61.54971622,0,0,0.865168539,0,0.151685393,0.141573034,0.775280899,0.04494382,0.168539326,0.02247191,0,1
62829,33947479,2,1,0,0,0,0,0,0,0,0,0.037283107,10.2,245.1755,0,0,0.031496063,0,0,0.007874016,0,0,0.039370079,0,0,1
407628,50156259,2,2,0.033613445,0,0,4,0,0,0,0.125,0.471879253,25.59677419,36.72815217,0,0.025210084,0.43697479,0,0.054621849,0.082352941,0,0.226890756,0.268907563,0.025210084,224,2
307197,57562453,2,1,0.067307692,0,0,0,0,0,0,0,0.269998911,4.817391304,43.094,0,0,1.144230769,0,0.427884615,0.05,0,0.567307692,0.442307692,0.096153846,0,1
338056,63168209,2,2,0,0,0,0,0,0,0,0,0.424689109,213.9230769,87.97140909,0,0,0.337837838,0,0,0.07027027,0,0,0.216216216,0.135135135,0,1
110075,45358369,2,1,0.409836066,2,2.536585366,0,0,0,0,0.052459016,0.486247439,21.94719472,88.70481338,0,0.073770492,2.418032787,0,0.139344262,0.440983607,0,1.073770492,0.516393443,0.893442623,186.4318182,3
277909,51984460,2,1,0,0,0,0,0,0,0,0,0.25663331,5.68,37.13989474,0,0,0.179487179,0,0.106837607,0,0,0.213675214,0,0,0,1
295235,55358290,2,2,0,0,0,0,0,0,0,0,0.180402248,3,20.05475,0,0,0.036363636,0,0.018181818,0,0,0,0.036363636,0,0,1
110607,41325980,2,1,0.008064516,0,0,0,0,0,0,0.02739726,0.29737627,5.061728395,59.15742647,0,0.008064516,0.572580645,0,0.032258065,0.117741935,0,0.524193548,0.120967742,0.008064516,135.3333333,1
82425,52434734,2,1,0,0,0,0,0,0,0,0,0.431844944,6.333333333,28.35033333,0,0,0.034188034,0,0.008547009,0.001709402,0,0.008547009,0.008547009,0.008547009,0,1
524546,39055864,2,1,0.712,2.153846154,2.333333333,0,0,0,0,0.022988506,0.488912929,52.09266409,63.18246711,1,0.024,1.352,0.008,1.036,0,0,0.912,0.024,1.136,163.0178571,1
246486,44487064,2,1,0,0,0,0,0,0,0,0,0.393904872,11,115.8056667,0,0,0.024590164,0,0,0.004918033,0,0.024590164,0,0,0,1
512817,43514403,2,1,4.414634146,2.41025641,2.502242152,0,0,0,0,0.22147651,0.537989299,19.42156863,48.57537681,3,0.040650407,1.138211382,0.024390244,0.195121951,0.253658537,0,0.837398374,0.18699187,0.634146341,94.35820896,3
314412,58659857,2,1,0,0,0,0,0,0,0,0,0.456783131,48.14285714,26.11805941,0,0,1.03,0,0,0.21,0,0,0.65,0.4,0,1
202198,36229763,2,1,0,0,0,0,0,0,0,0,0.042987523,7,162.0115,0,0,0.015873016,0,0,0.003174603,0,0,0,0.015873016,0,1
427797,58221516,2,1,0.078431373,0,0,0,0,0,0,0.2,0.412398663,5.875,17.1135,0,0.009803922,0.078431373,0,0,0.015686275,0,0.078431373,0,0,156,2
154693,53525771,3,2,0,0,0,3,0,0,0,0,0.453868276,10.97297297,74.72886364,0,0.008695652,0.6,0,0.060869565,0.104347826,0,0.060869565,0.47826087,0.104347826,241,1
71296,43003364,2,2,0,0,0,0,0,0,0,0,0.368519723,9.181818182,56.0433,0,0,0.081300813,0,0,0.017886179,0,0,0.008130081,0.081300813,0,1
126388,37563457,2,1,0.008,0,0,0,0,0,0,0.055555556,0.682040058,17.76666667,44.53297826,0,0.016,0.408,0,0.228,0.0048,0.04,0.344,0.096,0,0,2
367450,72437199,2,1,0,0,0,0,0,0,0,0,0.992831541,10,8.82,0,0,0.04,0,0,0.008,0,0,0,0.04,0,1
152251,51809786,3,2,0.016949153,0,0,4,0,0,0.013986014,0.034965035,0.338255585,11.78616352,100.2370692,0,0.016949153,1.186440678,0,0.122881356,0.220338983,0,0.211864407,0.381355932,0.754237288,109.6666667,2
3931,34683730,1,1,0,0,0,0,0,0,0,0,0.372943694,8.461538462,45.09332258,0,0,0.246031746,0,0.015873016,0.055555556,0,0.087301587,0.222222222,0,0,1
261849,48164193,2,1,0,0,0,0,0,0,0,0,0.152019929,7.909090909,119.2219091,0,0,0.090909091,0,0,0.018181818,0,0.016528926,0,0.074380165,0,1
163152,1113440,3,1,0.008130081,0,0,0,0,0,0,0.181818182,0.128200818,27.46666667,285.625625,0,0.001626016,0.014634146,0,0.008943089,0.001300813,0,0.004878049,0.01300813,0.006504065,432.3333333,4
264703,48849581,2,1,0,0,0,0,0,0,0,0,0.519691241,12,71.015,0,0,0.016666667,0,0,0.003333333,0.008333333,0.008333333,0,0,0,1
285460,53489713,2,1,0,0,0,0,0,0,0,0,0.44545596,6.5,13.68,0,0,0.017391304,0,0,0.003478261,0,0.017391304,0,0,0,1
462750,56278457,2,2,0.018518519,0,0,0,0,0,0,0.008,0.603332046,51.21223022,52.06758848,0,0.009259259,2.296296296,0,0.25,0.414814815,0,0.833333333,1.5,0.240740741,0,3
296827,55667734,2,1,0,0,0,0,0,0,0,0,0.501972907,10.22033898,38.33460784,0,0,0.486238532,0,0,0.108256881,0,0.018348624,0.027522936,0.495412844,0,1
304770,57131238,2,1,0,0,0,0,0,0,0,0,0.254165267,5.495081967,54.38428716,0,0,2.952830189,0,0.466981132,0.388679245,2.08490566,0.216981132,0.094339623,0.481132075,0,1
197022,35190087,2,1,0,0,0,0,0,0,0,0,0.010119485,1.25,147.8766667,0,0,0.031746032,0,0,0.006349206,0,0.031746032,0,0,0,1
222603,39928920,2,1,0,0,0,0,0,0,0,0,0.394491763,7.688888889,28.1835122,0,0,0.35483871,0,0.181451613,0,0,0.362903226,0,0,0,1
68370,38190032,2,2,0,0,0,0,0,0,0,0,0.160646091,3.2,75.8532,0,0,0.08,0,0.024,0.0064,0,0.032,0.048,0,0,1
207945,37317498,2,1,0,0,0,0,0,0,0,0,0.082446046,3.333333333,74.96466667,0,0,0.032,0,0.012,0,0,0.024,0,0,0,1
387520,78742230,2,1,0,0,0,0,0,0,0,0,0.02019808,1,135.0498,0,0,0.166666667,0,0,0.033333333,0,0,0.166666667,0,0,1
38635,38304467,1,1,0.04,0,0,0,0,0,0,0.220472441,0.374956686,10.35849057,35.99315238,0,0.04,0.968,0,0.364,0.1088,0,0.288,0.6,0.384,204.875,1
518100,47059698,2,1,0.008264463,0,0,0,0,0,0,0.025,0.537150443,14.92708333,66.9654726,0,0.024793388,1.289256198,0,0.367768595,0.170247934,0,0.578512397,0.454545455,0.553719008,278.5,4
466662,24732097,2,1,0.039325843,0,0,0,0,0,0,1,0.341657271,58,83.0514147,0,0.005617978,0.005617978,0,0.002808989,0,0,0,0.005617978,0,260.5,3
150426,7799711,3,1,0,0,0,0,0,0,0,1.052631579,0.017093652,22.79268293,936.02,1,0.00952381,0.044444444,0.003174603,0.061904762,0.027301587,0.031746032,0.025396825,0.082539683,0.120634921,203.5,1
440158,2665975,2,1,0,0,0,4,0,0,0,0.857142857,0.630586957,40,122.8163333,0,0.030927835,0.010309278,0,0,0.002886598,0,0.010309278,0.004123711,0,197.1836735,2
394391,50221563,2,1,0,0,0,0,0,0,0,0.583333333,0.411896451,7.272727273,22.86277778,0,0.016806723,0.075630252,0,0,0.018487395,0,0.075630252,0.016806723,0,170.2,2
334393,62084998,2,1,0,0,0,0,0,0,0,0,0.578944796,8.111111111,13.65,0,0,0.0875,0,0,0.0225,0,0,0.0375,0.075,0,1
158665,2045087,3,1,0.001855288,0,0,0,0,0,0,0.022727273,0.342370421,72.04705882,253.879381,0,0.001855288,0.077922078,0,0.020408163,0.023376623,0.040816327,0.027829314,0.074211503,0.014842301,0,1
98977,35234108,2,1,0,0,0,0,0,0,0,0.264705882,0.379941041,11.81632653,104.7823333,0,0.047619048,0.214285714,0,0.103174603,0.036507937,0,0.30952381,0.079365079,0,205.9230769,4
485673,46698720,2,1,0.008264463,0,0,7,0,0,0,0.006451613,0.365649706,15.1942029,75.93820137,0,0.008264463,2.545454545,0,0.417355372,0.403305785,0,1.280991736,0.123966942,1.446280992,213.5,4
17651,36006715,1,2,0,0,0,3,0,0,0.01183432,0.946745562,0.506745223,12.26535627,66.94952672,1,0.19047619,1.134920635,0.007936508,0.785714286,0.331746032,0.103174603,1.134920635,1.111111111,0.880952381,591.5802469,4
380501,75797315,2,1,0,0,0,0,0,0,0,0,0.254094151,9.285714286,106.2885385,0,0,0.333333333,0,0,0.071794872,0,0.358974359,0,0,0,1
108623,52906260,2,2,0.051724138,0,0,0,0,0,0,0.354166667,0.182688674,9.365384615,170.6228966,0,0.086206897,0.318965517,0,0.047413793,0.070689655,0,0.284482759,0.043103448,0.120689655,166.7,1
304812,57138780,2,2,0,0,0,0,0,0,0,0,0.518428666,9.052631579,28.68619231,0,0,0.245283019,0,0,0.071698113,0,0.349056604,0,0.009433962,0,1
42823,47000770,1,1,0.008264463,0,0,0,0,0,0,0.285714286,0.372431129,6.25,16.068,1,0.008264463,0.090909091,0.008264463,0,0.019834711,0,0,0.099173554,0,376,3
220295,39597758,2,1,0,0,0,0,0,0,0,0,0.842155648,12.36363636,20.02336458,0,0,0.798387097,0,0.399193548,0,0,0.798387097,0,0,0,1
77411,48096353,2,1,0.008264463,0,0,0,0,0,0,0.222222222,0.324574691,13.6,32.7304,0,0,0.066115702,0,0,0.008264463,0,0,0.016528926,0.024793388,0,1
259041,47487601,2,1,0,0,0,0,0,0,0,0,0.254322021,4.259259259,147.53376,0,0,0.256198347,0,0,0.044628099,0,0,0.223140496,0,0,1
465145,54299473,2,1,0,0,0,0,0,0,0,0.5,0.21670749,9,188.7835,0,0.00877193,0.035087719,0,0,0.010526316,0,0,0,0.052631579,178.25,1
153654,8471231,3,1,0.027777778,0,0,0,0,0,0,0.25,0.056973728,12.5,232.9165,0,0.003472222,0.006944444,0,0,0.001388889,0,0,0,0.006944444,163.5,2
326077,60579354,2,1,0,0,0,0,0,0,0,0,0.380211268,9.181818182,50.24723077,0,0,0.582417582,0,0,0.120879121,0,0,0,0.604395604,0,1
518372,366736,2,2,0.00814901,0,0,0,0,0,0,0.423076923,0.539714,42.25925926,159.7708,0,0.003492433,0.025611176,0,0.002328289,0.005355064,0.001164144,0,0,0.030267753,6988.363636,3
363447,71408752,2,1,0,0,0,0,0,0,0,0,0.105356412,1.5,14.2,0,0,0.075471698,0,0,0.01509434,0.075471698,0,0,0,0,1
76296,47137985,2,1,0,0,0,0,0,0,0,0,0.39893617,6,15.04,0,0,0.008264463,0,0,0.001652893,0,0,0.008264463,0,0,1
237095,42302129,2,1,0,0,0,0,0,0,0,0,0.49796023,7.947826087,23.13154348,0,0,0.943089431,0,0,0.18699187,0,0.032520325,0.902439024,0,0,1
13061,50573147,1,1,0,0,0,0,0,0,0,0,0.461227674,7,15.2195,0,0,0.025210084,0,0,0.003361345,0,0,0.016806723,0,0,1
434623,36811357,2,1,0.015873016,0,0,0,0,0,0,0.461538462,0.72841484,12,19.26988889,0,0.015873016,0.079365079,0,0.011904762,0.019047619,0,0.023809524,0,0.095238095,106,3
372419,73629754,2,1,0,0,0,0,0,0,0,0,0.266246205,5,109.3216667,0,0,0.065217391,0,0,0.013043478,0,0.065217391,0,0,0,1
250876,45530252,2,1,0,0,0,0,0,0.15,0,0.45,0.578792534,22.69230769,65.90415789,0,0,0.155737705,0,0,0.042622951,0,0.049180328,0,0.163934426,0,1
317932,59213536,2,1,0,0,0,0,0,0,0,0,0.373703175,22.65,30.02019802,0,0,1.06122449,0,0.066326531,0.218367347,0,0,0.051020408,1.173469388,0,1
397929,33573793,2,2,0.015748031,0,0,0,0,0,0,0.142857143,0.112062676,7.333333333,209.6966,0,0.007874016,0.149606299,0,0,0.033070866,0,0.007874016,0.047244094,0.11023622,180,4
48588,10883163,1,1,0,0,0,4,0,0,0,1.004310345,0.229730271,14.19379845,107.0146976,4,0.388461538,1.376923077,0.015384615,0.332692308,0.263846154,0.030769231,0.623076923,0.888461538,0.442307692,288.8856041,3
107738,6290492,2,1,0,0,0,0,0,0,0,1.066666667,0.189407694,8.454545455,225.3402222,0,0.007462687,0.027363184,0,0,0.005472637,0,0.009950249,0,0.017412935,169.8,3
1137,16891018,1,1,0,0,0,0,0,0,0,0,0.17713947,18.75,132.66,0,0,0.013636364,0,0,0.003636364,0,0,0.018181818,0,0,1
485809,46770989,2,1,0.008264463,0,0,0,0,0,0,0.2,0.279034849,16.5,62.71454545,0,0.008264463,0.107438017,0,0,0.019834711,0,0.066115702,0.033057851,0,159.4,3
88368,34026089,2,1,0,0,0,0,0,0,0,1.357142857,0.161599391,37.6,119.2358,0,0.007874016,0.094488189,0,0,0.023622047,0,0.078740157,0.007874016,0.031496063,302.5,3
69302,39767644,2,2,0,0,0,0,0,0,0,0,0.465075822,18.17307692,66.47882051,0,0,0.314516129,0,0.205645161,0.001612903,0,0.411290323,0,0.008064516,0,1
88744,34407300,2,1,0.023622047,0,0,2,0,0,0,0.555555556,0.351708062,9.5,142.246,0,0.007874016,0.05511811,0,0,0.012598425,0,0,0.007874016,0.05511811,176.3333333,2
329979,61211428,2,1,0,0,0,0,0,0,0,0,0.607838732,69.07368421,43.44385333,0,0,0.931034483,0,0.103448276,0.177011494,0.287356322,0.16091954,0.643678161,0,0,1
158677,2049763,3,1,0.003710575,0,0,0,0,0,0,0.5,0.385047711,11.5,125.48,0,0.001855288,0.003710575,0,0.002782931,0.000371058,0,0.001855288,0.005565863,0,177,2
357684,69909152,2,1,0,0,0,0,0,0,0,0,0.552265459,8.545454545,25.69536364,0,0,0.203389831,0,0,0.037288136,0,0.033898305,0.13559322,0.016949153,0,1
96902,51541732,2,2,0.008474576,0,0,3,0,0,0.137931034,0.172413793,0.322539893,7.870967742,136.2672308,0,0.016949153,0.220338983,0,0.11440678,0.006779661,0,0,0.194915254,0.06779661,153.6666667,2
85804,32354264,2,2,0,0,0,0,0,0,0.185185185,2.074074074,0.479838951,14.51111111,131.966,0,0.0546875,0.1484375,0,0,0.0703125,0.03125,0.109375,0.1796875,0.03125,204.4936709,2
397497,33390309,2,1,0,0,0,0,0,0,0,1.333333333,0.341657271,22.5,83.0514147,0,0.007874016,0.007874016,0,0,0.003149606,0,0,0.015748031,0,156.6666667,2
500198,42075187,2,1,0,0,0,0,0,0,0,0.157894737,0.408191311,7.8,13.79988235,0,0.008130081,0.138211382,0,0,0.032520325,0,0.008130081,0.154471545,0,185.3333333,1
347489,66833293,2,1,0,0,0,0,0,0,0,0,0.112526748,2,59.28883333,0,0,0.090909091,0,0,0.018181818,0,0,0.090909091,0,0,1
160574,1631183,3,1,0.012433393,3,2.8,0,0,0,0,0.111111111,0.146460388,10.53488372,134.2094483,0,0.021314387,0.056838366,0,0.000888099,0.014920071,0,0.056838366,0.019538188,0,197.45,4
182114,24533421,2,2,0,0,0,0,0,0,0,0,0.341657271,4.5,83.0514147,0,0,0.005586592,0,0,0.002234637,0,0,0.011173184,0,0,1
175462,2531878,2,1,0,0,0,0,0,0,0,0,0.621952636,258.6666667,158.607,0,0,0.004016064,0,0,0.001204819,0,0,0.006024096,0,0,1
90035,33797867,2,1,0.125984252,0,0,0,0,0,0,0.034482759,0.274602286,9.891891892,79.22263636,0,0.031496063,0.188976378,0,0.023622047,0.048818898,0,0.05511811,0.070866142,0.165354331,180.173913,3
63004,34099859,2,1,0,0,0,0,0,0,0,0,0.31725223,5.714285714,105.0621818,0,0,0.094488189,0,0,0.022047244,0,0,0,0.11023622,0,1
413034,49215792,2,1,0.041666667,0,0,0,0,0,0,0.00990099,0.431377289,9.52,41.05054082,0,0.008333333,0.825,0,0.1125,0.163333333,0,0.841666667,0.1,0.1,129.5,4
289446,54234367,2,1,0,0,0,0,0,0,0,0,0.723580408,11,18.66111111,0,0,0.087719298,0,0,0.015789474,0,0,0,0.078947368,0,1
408128,2615869,2,1,0,0,0,0,0,0,0,0.7,0.64054762,15.91666667,58.11933333,0,0.00610998,0.012219959,0,0.00203666,0.00407332,0,0.00814664,0.014256619,0.00203666,199.972973,2
220330,39602144,2,1,0,0,0,0,0,0,0,0,0.211307277,5.4,100.8038,0,0,0.040322581,0,0.02016129,0,0,0.040322581,0,0,0,1
312490,58370616,2,2,0,0,0,0,0,0,0,0,0.133129202,2,15.023,0,0,0.009803922,0,0,0.001960784,0,0,0,0.009803922,0,1
278245,52067843,2,1,0,0,0,0,0,0,0,0,0.737442704,11.21428571,37.5055,0,0,0.11965812,0,0.055555556,0.001709402,0,0.111111111,0,0.008547009,0,1
413518,2395838,2,1,0,0,0,0,0,0,0,0.25,0.082654015,8.5,102.049,0,0.001960784,0.003921569,0,0.001960784,0,0,0.003921569,0,0,186.4375,1
333536,61905492,2,1,0,0,0,0,0,0,0,0,0.353296322,5.428571429,32.40752632,0,0,0.231707317,0,0.079268293,0.019512195,0,0,0.036585366,0.219512195,0,1
57986,8150759,2,1,0,0,0,0,0,0,0,0,0.013720848,2.5,171.008,0,0,0.006802721,0,0,0.001360544,0,0.003401361,0.003401361,0,0,1
79441,49779099,2,1,0,0,0,0,0,0,0,0,0.730356391,15.58333333,13.72755556,0,0,0.075,0,0.0125,0.015,0,0.058333333,0,0.041666667,0,1
30113,34957612,1,1,0.007936508,0,0,0,0,0,0,0.333333333,0.128123247,4.906976744,187.0917333,0,0.055555556,0.198412698,0,0.043650794,0.050793651,0,0.182539683,0.007936508,0.150793651,217.6818182,1
261979,48201781,2,1,0,0,0,0,0,0,0,0,0.499148414,9.333333333,25.99166667,0,0,0.024793388,0,0,0.004958678,0,0,0,0.024793388,0,1
107917,1409619,2,1,0.001715266,0,0,0,0,0,0,0.285714286,0.456231711,11.44444444,65.117,0,0.003430532,0.006861063,0,0.001715266,0.002401372,0,0.001715266,0.003430532,0.010291595,231.6666667,2
438730,246964,2,2,0.004273504,2.40625,3,10,0,0.013513514,0.040540541,1.959459459,0.048481994,65.57142857,288.767,7,0.021367521,0.049145299,0.007478632,0.000534188,0.001282051,0.00534188,0.002136752,0,0,603.2430108,3
